ID,IS_COMMON_POSITION,EPC,VARIANCE,METHOD,BESTIMATE,FASTIMATE,DIFFERENCE
0612402,no,60.2,low,MCG,60.6,59.4,-0.4
0613032,no,60.62,medium,MCG,60.4,59.9,0.3
0613122,no,59.57,medium,MCG,59.6,58.7,0
0613212,no,59.5,medium,MCG,59.9,58.7,-0.4
0613302,no,60.47,medium,MCG,61.1,59.9,-0.6
0614022,no,61.66,high,MCG,61.1,60.4,0.6
0614112,no,60.85,high,MCG,60.9,59.2,0
0614202,no,61.31,high,MCG,61.6,60.4,-0.3
0615012,no,63,high,MCG,62.4,60.9,0.6
0615102,no,62.71,high,MCG,62.6,60.9,0.1
0616002,no,64.67,high,MCG,64.1,62.6,0.6
0620052,no,59.7,low,MCG,60,60.6,-0.3
0620142,no,59.16,low,MCG,59.3,59.4,-0.1
0620232,no,59.16,low,MCG,59,59.4,0.1
0620322,no,59.61,low,MCG,59.3,59.4,0.3
0620412,no,60.64,low,MCG,60,59.4,0.6
0620502,no,62.18,low,MCG,61.3,60.6,0.9
0621042,no,59.56,low,MCG,60,59.9,-0.5
0621132,no,58.83,low,MCG,59.3,58.7,-0.5
0621222,no,58.84,low,MCG,59,58.7,-0.2
0621312,no,59.6,low,MCG,59.8,58.7,-0.2
0621402,no,60.99,low,MCG,61,59.9,-0.1
0622032,no,60.03,medium,MCG,60.3,60.4,-0.3
0622122,no,59.34,medium,MCG,59.5,59.2,-0.2
0622212,no,59.62,medium,MCG,59.8,59.2,-0.2
0622302,no,60.78,medium,MCG,61,60.4,-0.3
0623022,no,60.93,high,MCG,61,60.9,-0.1
0623112,no,60.58,high,MCG,60.8,59.7,-0.2
0623202,no,61.4,high,MCG,61.5,60.9,-0.1
0624012,no,62.34,high,MCG,62.3,61.4,0
0624102,no,62.54,high,MCG,62.5,61.4,0
0625002,no,64.15,high,MCG,64,63.1,0.1
0630042,no,60.39,low,MCG,61.3,61.6,-0.9
0630132,no,60.04,low,MCG,60.5,60.4,-0.5
0630222,no,60.3,low,MCG,60.3,60.4,0
0630312,no,61.16,low,MCG,61,60.4,0.2
0630402,no,62.54,low,MCG,62.3,61.6,0.3
0631032,no,60.33,medium,MCG,61.3,60.9,-0.9
0631122,no,59.97,medium,MCG,60.5,59.7,-0.5
0631212,no,60.5,medium,MCG,60.8,59.7,-0.3
0631302,no,61.77,medium,MCG,62,60.9,-0.2
0632022,no,60.95,high,MCG,61.5,61.4,-0.5
0632112,no,60.99,high,MCG,61.3,60.2,-0.3
0632202,no,61.98,high,MCG,62,61.4,0
0633012,no,62.31,high,MCG,62.8,61.9,-0.4
0633102,no,62.92,high,MCG,63,61.9,-0.1
0634002,no,64.24,high,MCG,64.5,63.6,-0.3
0640032,no,61.58,medium,MCG,62.4,62.6,-0.9
0640122,no,61.51,medium,MCG,61.7,61.4,-0.2
0640212,no,62.13,medium,MCG,61.9,61.4,0.2
0640302,no,63.31,medium,MCG,63.2,62.6,0.1
0641022,no,61.77,high,MCG,62.4,61.9,-0.7
0641112,no,62,high,MCG,62.2,60.7,-0.2
0641202,no,63.05,high,MCG,62.9,61.9,0.1
0642012,no,62.89,high,MCG,63.2,62.4,-0.3
0642102,no,63.73,high,MCG,63.4,62.4,0.3
0643002,no,64.83,high,MCG,65,64.1,-0.1
0650022,no,63.28,high,MCG,63.6,63.6,-0.4
0650112,no,63.61,high,MCG,63.4,62.4,0.2
0650202,no,64.52,high,MCG,64.2,63.6,0.4
0651012,no,64,high,MCG,64.2,62.9,-0.2
0651102,no,64.81,high,MCG,64.4,62.9,0.4
0652002,no,65.76,high,MCG,65.4,64.6,0.4
0660012,no,65.6,high,MCG,65.4,64.6,0.2
0660102,no,66.24,high,MCG,65.6,64.6,0.6
0661002,no,66.91,high,MCG,66.4,65.1,0.6
0670002,no,68.37,high,MCG,67.9,66.8,0.5
0700062,no,62.42,rollish,None,-1,-1,63.4
0700152,no,61.69,rollish,None,-1,-1,62.7
0700242,no,61.41,rollish,None,-1,-1,62.4
0700332,no,61.47,rollish,None,-1,-1,62.5
0700422,no,61.86,rollish,None,-1,-1,62.9
0700512,no,62.68,rollish,None,-1,-1,63.7
0700602,no,64.03,rollish,None,-1,-1,65
0701052,no,62.32,low,MCG,61.5,61.1,0.9
0701142,no,61.26,low,MCG,60.7,59.9,0.6
0701232,no,60.83,low,MCG,60.5,59.9,0.4
0701322,no,60.9,low,MCG,60.7,59.9,0.2
0701412,no,61.46,low,MCG,61.5,59.9,0
0701502,no,62.62,low,MCG,62.7,61.1,-0.1
0702042,no,62.69,low,MCG,61.7,61.6,1
0702132,no,61.46,low,MCG,61,60.4,0.5
0702222,no,60.96,low,MCG,60.7,60.4,0.3
0702312,no,61.16,low,MCG,61.5,60.4,-0.3
0702402,no,62.06,low,MCG,62.7,61.6,-0.6
0703032,no,63.36,medium,MCG,62.5,62.1,0.9
0703122,no,62.11,medium,MCG,61.7,60.9,0.4
0703212,no,61.73,medium,MCG,62,60.9,-0.2
0703302,no,62.28,medium,MCG,63.2,62.1,-0.9
0704022,no,64.3,high,MCG,63.2,62.6,1.1
0704112,no,63.19,high,MCG,63,61.4,0.2
0704202,no,63.14,high,MCG,63.7,62.6,-0.6
0705012,no,65.51,high,MCG,64.5,63.1,1.1
0705102,no,64.72,high,MCG,64.7,63.1,0
0706002,no,66.96,high,MCG,66.2,64.8,0.8
0710052,no,61.63,low,MCG,61.7,61.6,0
0710142,no,61.05,low,MCG,60.9,60.4,0.1
0710232,no,60.98,low,MCG,60.7,60.4,0.3
0710322,no,61.37,low,MCG,60.9,60.4,0.5
0710412,no,62.33,low,MCG,61.7,60.4,0.7
0710502,no,63.84,low,MCG,62.9,61.6,0.9
0711042,no,61.61,low,MCG,61.7,60.9,0
0711132,no,60.8,low,MCG,60.9,59.7,-0.1
0711222,no,60.7,low,MCG,60.7,59.7,0
0711312,no,61.3,low,MCG,61.4,59.7,-0.1
0711402,no,62.6,low,MCG,62.7,60.9,-0.1
0712032,no,62.14,medium,MCG,61.9,61.4,0.2
0712122,no,61.28,medium,MCG,61.2,60.2,0.1
0712212,no,61.33,medium,MCG,61.4,60.2,-0.1
0712302,no,62.3,medium,MCG,62.7,61.4,-0.4
0713022,no,63.07,high,MCG,62.7,61.9,0.4
0713112,no,62.39,high,MCG,62.4,60.7,0
0713202,no,62.84,high,MCG,63.2,61.9,-0.3
0714012,no,64.37,high,MCG,63.9,62.4,0.5
0714102,no,64.1,high,MCG,64.2,62.4,-0.1
0715002,no,65.99,high,MCG,65.7,64.1,0.3
0720042,no,61.72,low,MCG,62.4,62.6,-0.6
0720132,no,61.36,low,MCG,61.6,61.4,-0.2
0720222,no,61.62,low,MCG,61.4,61.4,0.3
0720312,no,62.54,low,MCG,62.1,61.4,0.4
0720402,no,64.01,low,MCG,63.4,62.6,0.7
0721032,no,61.81,medium,MCG,62.4,61.9,-0.5
0721122,no,61.4,medium,MCG,61.6,60.7,-0.2
0721212,no,61.87,medium,MCG,61.9,60.7,0
0721302,no,63.12,medium,MCG,63.1,61.9,0
0722022,no,62.58,high,MCG,62.6,62.4,0
0722112,no,62.38,high,MCG,62.4,61.2,0
0722202,no,63.23,high,MCG,63.1,62.4,0.1
0723012,no,63.9,high,MCG,63.9,62.9,0
0723102,no,64.16,high,MCG,64.1,62.9,0.1
0724002,no,65.67,high,MCG,65.6,64.6,0.1
0730032,no,62.56,medium,MCG,63.6,63.6,-1
0730122,no,62.53,medium,MCG,62.8,62.4,-0.3
0730212,no,63.25,medium,MCG,63.1,62.4,0.2
0730302,no,64.56,medium,MCG,64.3,63.6,0.3
0731022,no,62.92,high,MCG,63.6,62.9,-0.6
0731112,no,63.11,high,MCG,63.3,61.7,-0.2
0731202,no,64.17,high,MCG,64,62.9,0.1
0732012,no,64.11,high,MCG,64.3,63.4,-0.2
0732102,no,64.78,high,MCG,64.5,63.4,0.2
0733002,no,65.97,high,MCG,66,65.1,-0.1
0740022,no,64.05,high,MCG,64.8,64.6,-0.7
0740112,no,64.49,high,MCG,64.5,63.4,0
0740202,no,65.56,high,MCG,65.3,64.6,0.3
0741012,no,64.94,high,MCG,65.3,63.9,-0.3
0741102,no,65.77,high,MCG,65.5,63.9,0.3
0742002,no,66.73,high,MCG,66.5,65.6,0.2
0750012,no,66.27,high,MCG,66.5,65.6,-0.2
0750102,no,67.08,high,MCG,66.7,65.6,0.4
0751002,no,67.77,high,MCG,67.5,66.1,0.3
0760002,no,69.08,high,MCG,68.7,67.8,0.4
0800052,no,64.53,low,MCG,63.8,63.8,0.8
0800142,no,63.86,low,MCG,63,62.6,0.9
0800232,no,63.69,low,MCG,62.8,62.6,0.9
0800322,no,63.92,low,MCG,63,62.6,0.9
0800412,no,64.6,low,MCG,63.8,62.6,0.8
0800502,no,65.81,low,MCG,65,63.8,0.8
0801042,no,64.47,low,MCG,63.8,63.1,0.7
0801132,no,63.54,low,MCG,63,61.9,0.5
0801222,no,63.26,low,MCG,62.8,61.9,0.5
0801312,no,63.59,low,MCG,63.5,61.9,0.1
0801402,no,64.54,low,MCG,64.8,63.1,-0.2
0802032,no,64.91,medium,MCG,64,63.6,0.9
0802122,no,63.87,medium,MCG,63.3,62.4,0.6
0802212,no,63.63,medium,MCG,63.5,62.4,0.1
0802302,no,64.2,medium,MCG,64.8,63.6,-0.5
0803022,no,65.72,high,MCG,64.8,64.1,1
0803112,no,64.76,high,MCG,64.5,62.9,0.3
0803202,no,64.75,high,MCG,65.3,64.1,-0.5
0804012,no,66.86,high,MCG,66,64.6,0.9
0804102,no,66.14,high,MCG,66.3,64.6,-0.1
0805002,no,68.27,high,MCG,67.8,66.3,0.5
0810042,no,63.8,low,MCG,64,63.6,-0.2
0810132,no,63.37,low,MCG,63.2,62.4,0.2
0810222,no,63.54,low,MCG,63,62.4,0.6
0810312,no,64.32,low,MCG,63.7,62.4,0.6
0810402,no,65.7,low,MCG,65,63.6,0.8
0811032,no,63.94,medium,MCG,64,62.9,0
0811122,no,63.39,medium,MCG,63.2,61.7,0.2
0811212,no,63.66,medium,MCG,63.5,61.7,0.2
0811302,no,64.72,medium,MCG,64.7,62.9,0
0812022,no,64.67,high,MCG,64.2,63.4,0.5
0812112,no,64.22,high,MCG,64,62.2,0.3
0812202,no,64.75,high,MCG,64.7,63.4,0
0813012,no,65.89,high,MCG,65.5,63.9,0.4
0813102,no,65.75,high,MCG,65.7,63.9,0
0814002,no,67.5,high,MCG,67.2,65.6,0.3
0820032,no,64.03,medium,MCG,64.7,64.6,-0.6
0820122,no,63.98,medium,MCG,63.9,63.4,0.1
0820212,no,64.69,medium,MCG,64.2,63.4,0.5
0820302,no,66.04,medium,MCG,65.4,64.6,0.6
0821022,no,64.47,high,MCG,64.7,63.9,-0.2
0821112,no,64.55,high,MCG,64.4,62.7,0.1
0821202,no,65.52,high,MCG,65.2,63.9,0.4
0822012,no,65.67,high,MCG,65.4,64.4,0.3
0822102,no,66.06,high,MCG,65.7,64.4,0.4
0823002,no,67.4,high,MCG,67.2,66.1,0.3
0830022,no,65.18,high,MCG,65.8,65.6,-0.7
0830112,no,65.66,high,MCG,65.6,64.4,0.1
0830202,no,66.84,high,MCG,66.3,65.6,0.5
0831012,no,66.14,high,MCG,66.3,64.9,-0.2
0831102,no,66.92,high,MCG,66.6,64.9,0.3
0832002,no,67.89,high,MCG,67.6,66.6,0.3
0840012,no,67.22,high,MCG,67.5,66.6,-0.3
0840102,no,68.15,high,MCG,67.8,66.6,0.4
0841002,no,68.8,high,MCG,68.5,67.1,0.3
0850002,no,69.97,high,MCG,69.8,68.8,0.2
0900042,no,66.65,low,MCG,66,65.8,0.6
0900132,no,66.12,low,MCG,65.3,64.6,0.8
0900222,no,66.11,low,MCG,65,64.6,1.1
0900312,no,66.62,low,MCG,65.8,64.6,0.8
0900402,no,67.68,low,MCG,67,65.8,0.6
0901032,no,66.74,medium,MCG,66,65.1,0.7
0901122,no,66.01,medium,MCG,65.3,63.9,0.7
0901212,no,65.99,medium,MCG,65.5,63.9,0.4
0901302,no,66.68,medium,MCG,66.8,65.1,-0.1
0902022,no,67.32,high,MCG,66.3,65.6,1
0902112,no,66.57,high,MCG,66,64.4,0.5
0902202,no,66.69,high,MCG,66.8,65.6,-0.1
0903012,no,68.34,high,MCG,67.5,66.1,0.8
0903102,no,67.77,high,MCG,67.8,66.1,0
0904002,no,69.71,high,MCG,69.3,67.8,0.4
0910032,no,66.17,medium,MCG,66.3,65.6,-0.1
0910122,no,66,medium,MCG,65.5,64.4,0.5
0910212,no,66.54,medium,MCG,65.8,64.4,0.8
0910302,no,67.74,medium,MCG,67,65.6,0.7
0911022,no,66.57,high,MCG,66.3,64.9,0.3
0911112,no,66.43,high,MCG,66,63.7,0.4
0911202,no,67.13,high,MCG,66.8,64.9,0.4
0912012,no,67.62,high,MCG,67,65.4,0.6
0912102,no,67.66,high,MCG,67.3,65.4,0.4
0913002,no,69.17,high,MCG,68.8,67.1,0.4
0920022,no,66.73,high,MCG,67,66.6,-0.2
0920112,no,67.15,high,MCG,66.7,65.4,0.5
0920202,no,68.3,high,MCG,67.5,66.6,0.8
0921012,no,67.66,high,MCG,67.5,65.9,0.2
0921102,no,68.27,high,MCG,67.7,65.9,0.6
0922002,no,69.29,high,MCG,68.7,67.6,0.6
0930012,no,68.43,high,MCG,68.6,67.6,-0.2
0930102,no,69.41,high,MCG,68.9,67.6,0.5
0931002,no,69.98,high,MCG,69.6,68.1,0.3
0940002,no,71.04,high,MCG,70.8,69.8,0.2
0A00032,no,68.95,medium,MCG,68.3,67.8,0.6
0A00122,no,68.59,medium,MCG,67.6,66.6,1
0A00212,no,68.86,medium,MCG,67.8,66.6,1
0A00302,no,69.72,medium,MCG,69.1,67.8,0.6
0A01022,no,69.21,high,MCG,68.3,67.1,0.9
0A01112,no,68.76,high,MCG,68.1,65.9,0.7
0A01202,no,69.1,high,MCG,68.8,67.1,0.3
0A02012,no,70.03,high,MCG,69.1,67.6,0.9
0A02102,no,69.66,high,MCG,69.3,67.6,0.3
0A03002,no,71.3,high,MCG,70.8,69.3,0.5
0A10022,no,68.83,high,MCG,68.5,67.6,0.3
0A10112,no,69.05,high,MCG,68.3,66.4,0.8
0A10202,no,69.99,high,MCG,69,67.6,0.9
0A11012,no,69.6,high,MCG,69,66.9,0.5
0A11102,no,69.91,high,MCG,69.3,66.9,0.6
0A12002,no,71,high,MCG,70.3,68.6,0.7
0A20012,no,69.98,high,MCG,69.8,68.6,0.2
0A20102,no,70.85,high,MCG,70,68.6,0.8
0A21002,no,71.37,high,MCG,70.8,69.1,0.6
0A30002,no,72.27,high,MCG,71.9,70.8,0.3
0B00022,no,71.46,high,MCG,70.7,69.8,0.8
0B00112,no,71.38,high,MCG,70.4,68.6,1
0B00202,no,71.98,high,MCG,71.2,69.8,0.8
0B01012,no,71.97,high,MCG,71.2,69.1,0.8
0B01102,no,71.9,high,MCG,71.4,69.1,0.5
0B02002,no,73.07,high,MCG,72.4,70.8,0.7
0B10012,no,71.9,high,MCG,71.4,69.6,0.5
0B10102,no,72.52,high,MCG,71.6,69.6,0.9
0B11002,no,73.05,high,MCG,72.4,70.1,0.7
0B20002,no,73.69,high,MCG,73.1,71.8,0.6
0C00012,no,74.26,high,MCG,73.5,71.8,0.8
0C00102,no,74.53,high,MCG,73.7,71.8,0.8
0C01002,no,75.08,high,MCG,74.5,72.3,0.6
0C10002,no,75.38,high,MCG,74.7,72.8,0.7
0D00002,no,77.4,high,MCG,76.8,75,0.7
10000C2,yes,50.73,rollish,CYM,50.6,-1,0.1
10001B2,no,50.29,rollish,CYM,50.2,-1,0.1
10002A2,no,50.24,rollish,CYM,50.2,-1,0
1000392,yes,50.09,rollish,CYM,50,-1,0.1
1000482,yes,50.06,rollish,CYM,50,-1,0.1
1000572,no,50.05,rollish,CYM,50,-1,0
1000662,no,50.11,rollish,CYM,50,-1,0.1
1000752,no,50.27,rollish,None,-1,-1,51.3
1000842,no,50.57,rollish,None,-1,-1,51.6
1000932,no,51.08,rollish,None,-1,-1,52.1
1000A22,no,51.92,rollish,None,-1,-1,52.9
1000B12,no,53.32,rollish,None,-1,-1,54.3
1000C02,no,55.23,rollish,None,-1,-1,56.2
10010B2,yes,50.6,rollish,None,-1,-1,51.6
10011A2,no,50.35,rollish,CYM,50.2,-1,0.1
1001292,no,50.3,rollish,CYM,50.2,-1,0.1
1001382,yes,50.16,rollish,CYM,50,-1,0.2
1001472,no,50.08,rollish,CYM,50,-1,0.1
1001562,no,50.11,rollish,None,-1,-1,51.1
1001652,yes,50.24,rollish,None,-1,-1,51.2
1001742,no,50.52,rollish,None,-1,-1,51.5
1001832,no,51,rollish,None,-1,-1,52
1001922,no,51.77,rollish,None,-1,-1,52.8
1001A12,no,53.08,rollish,None,-1,-1,54.1
1001B02,no,54.98,rollish,None,-1,-1,56
10020A2,no,51.13,rollish,None,-1,-1,52.1
1002192,no,50.5,rollish,CYM,50.2,-1,0.3
1002282,yes,50.42,rollish,CYM,50.2,-1,0.2
1002372,yes,50.28,rollish,None,-1,-1,51.3
1002462,yes,50.18,rollish,None,-1,-1,51.2
1002552,no,50.26,rollish,None,-1,-1,51.3
1002642,yes,50.53,rollish,None,-1,-1,51.5
1002732,no,51,rollish,None,-1,-1,52
1002822,no,51.75,rollish,None,-1,-1,52.8
1002912,no,53.05,rollish,None,-1,-1,54
1002A02,no,54.96,rollish,None,-1,-1,56
1003092,no,51.8,rollish,None,-1,-1,52.8
1003182,yes,50.85,rollish,None,-1,-1,51.9
1003272,no,50.61,rollish,None,-1,-1,51.6
1003362,yes,50.45,rollish,None,-1,-1,51.5
1003452,yes,50.41,rollish,None,-1,-1,51.4
1003542,no,50.59,rollish,None,-1,-1,51.6
1003632,no,51.03,rollish,None,-1,-1,52
1003722,no,51.77,rollish,None,-1,-1,52.8
1003812,no,53.06,rollish,None,-1,-1,54.1
1003902,no,54.96,rollish,None,-1,-1,56
1004082,no,52.43,rollish,None,-1,-1,53.4
1004172,no,51.26,rollish,None,-1,-1,52.3
1004262,yes,50.88,rollish,None,-1,-1,51.9
1004352,yes,50.74,rollish,None,-1,-1,51.7
1004442,no,50.78,rollish,None,-1,-1,51.8
1004532,yes,51.12,rollish,None,-1,-1,52.1
1004622,no,51.81,rollish,None,-1,-1,52.8
1004712,no,53.06,rollish,None,-1,-1,54.1
1004802,no,54.92,rollish,None,-1,-1,55.9
1005072,yes,53.11,rollish,None,-1,-1,54.1
1005162,no,51.74,rollish,None,-1,-1,52.7
1005252,yes,51.29,rollish,None,-1,-1,52.3
1005342,no,51.21,rollish,None,-1,-1,52.2
1005432,yes,51.39,rollish,None,-1,-1,52.4
1005522,no,51.96,rollish,None,-1,-1,53
1005612,no,53.15,rollish,None,-1,-1,54.1
1005702,yes,54.98,rollish,None,-1,-1,56
1006062,no,53.83,rollish,None,-1,-1,54.8
1006152,no,52.37,rollish,None,-1,-1,53.4
1006242,no,51.89,rollish,None,-1,-1,52.9
1006332,no,51.92,rollish,None,-1,-1,52.9
1006422,no,52.32,rollish,None,-1,-1,53.3
1006512,no,53.39,rollish,None,-1,-1,54.4
1006602,no,55.15,rollish,None,-1,-1,56.1
1007052,no,54.65,low,MCG,54.8,53.1,-0.1
1007142,no,53.18,low,MCG,54,51.9,-0.8
1007232,no,52.76,low,MCG,53.8,51.9,-1
1007322,no,52.97,low,MCG,54,51.9,-1
1007412,no,53.86,low,MCG,54.8,51.9,-0.9
1007502,no,55.5,low,MCG,56,53.1,-0.5
1008042,no,55.57,low,MCG,55.8,53.6,-0.2
1008132,no,54.22,low,MCG,55,52.4,-0.8
1008222,no,53.97,low,MCG,54.8,52.4,-0.8
1008312,no,54.65,low,MCG,55.5,52.4,-0.9
1008402,no,56.1,low,MCG,56.8,53.6,-0.7
1009032,no,56.66,medium,MCG,56.8,54.1,-0.2
1009122,no,55.56,medium,MCG,56.1,52.9,-0.5
1009212,no,55.81,medium,MCG,56.3,52.9,-0.5
1009302,no,57.03,medium,MCG,57.6,54.1,-0.6
100A022,no,57.96,high,MCG,57.9,54.6,0.1
100A112,no,57.41,high,MCG,57.6,53.4,-0.2
100A202,no,58.3,high,MCG,58.4,54.6,-0.1
100B012,no,59.61,high,MCG,59.4,55.1,0.2
100B102,no,59.79,high,MCG,59.7,55.1,0.1
100C002,no,61.67,high,MCG,61.5,56.8,0.2
10100B2,no,51.58,rollish,None,-1,-1,52.6
10101A2,no,50.92,rollish,None,-1,-1,51.9
1010292,no,50.68,rollish,None,-1,-1,51.7
1010382,no,50.64,rollish,None,-1,-1,51.6
1010472,no,50.52,rollish,None,-1,-1,51.5
1010562,no,50.53,rollish,None,-1,-1,51.5
1010652,no,50.66,rollish,None,-1,-1,51.7
1010742,no,50.94,rollish,None,-1,-1,51.9
1010832,no,51.42,rollish,None,-1,-1,52.4
1010922,no,52.2,rollish,None,-1,-1,53.2
1010A12,no,53.54,rollish,None,-1,-1,54.5
1010B02,no,55.44,rollish,None,-1,-1,56.4
10110A2,no,51.59,rollish,None,-1,-1,52.6
1011192,no,50.88,rollish,CYM,50.4,-1,0.5
1011282,no,50.68,rollish,None,-1,-1,51.7
1011372,no,50.57,rollish,None,-1,-1,51.6
1011462,no,50.5,rollish,None,-1,-1,51.5
1011552,no,50.55,rollish,None,-1,-1,51.5
1011642,yes,50.77,rollish,None,-1,-1,51.8
1011732,no,51.2,rollish,None,-1,-1,52.2
1011822,no,51.86,rollish,None,-1,-1,52.9
1011912,no,52.97,rollish,None,-1,-1,54
1011A02,no,54.75,rollish,None,-1,-1,55.8
1012092,no,51.74,rollish,None,-1,-1,52.7
1012182,no,50.91,rollish,None,-1,-1,51.9
1012272,no,50.64,rollish,None,-1,-1,51.6
1012362,yes,50.52,rollish,None,-1,-1,51.5
1012452,no,50.47,rollish,None,-1,-1,51.5
1012542,no,50.62,rollish,None,-1,-1,51.6
1012632,no,51.01,rollish,None,-1,-1,52
1012722,no,51.62,rollish,None,-1,-1,52.6
1012812,no,52.73,rollish,None,-1,-1,53.7
1012902,no,54.56,rollish,None,-1,-1,55.6
1013082,no,52.32,rollish,None,-1,-1,53.3
1013172,yes,51.2,rollish,None,-1,-1,52.2
1013262,yes,50.84,rollish,None,-1,-1,51.8
1013352,no,50.74,rollish,None,-1,-1,51.7
1013442,no,50.76,rollish,None,-1,-1,51.8
1013532,yes,51.05,rollish,None,-1,-1,52
1013622,no,51.62,rollish,None,-1,-1,52.6
1013712,no,52.72,rollish,None,-1,-1,53.7
1013802,no,54.56,rollish,None,-1,-1,55.6
1014072,no,52.89,rollish,None,-1,-1,53.9
1014162,no,51.62,rollish,None,-1,-1,52.6
1014252,no,51.18,rollish,None,-1,-1,52.2
1014342,yes,51.13,rollish,None,-1,-1,52.1
1014432,no,51.28,rollish,None,-1,-1,52.3
1014522,no,51.74,rollish,None,-1,-1,52.7
1014612,no,52.76,rollish,None,-1,-1,53.8
1014702,no,54.54,rollish,None,-1,-1,55.5
1015062,yes,53.53,rollish,None,-1,-1,54.5
1015152,no,52.19,rollish,None,-1,-1,53.2
1015242,no,51.74,rollish,None,-1,-1,52.7
1015332,yes,51.77,rollish,None,-1,-1,52.8
1015422,no,52.06,rollish,None,-1,-1,53.1
1015512,no,52.96,rollish,None,-1,-1,54
1015602,no,54.67,rollish,None,-1,-1,55.7
1016052,no,54.28,low,MCG,53.4,52.4,0.9
1016142,no,52.96,low,MCG,52.6,51.2,0.3
1016232,no,52.57,low,MCG,52.4,51.2,0.2
1016322,yes,52.7,low,MCG,52.6,51.2,0.1
1016412,no,53.44,low,MCG,53.4,51.2,0
1016502,no,55.02,low,MCG,54.6,52.4,0.4
1017042,no,55.18,low,MCG,54.5,52.9,0.7
1017132,no,53.97,low,MCG,53.7,51.7,0.3
1017222,no,53.69,low,MCG,53.5,51.7,0.2
1017312,no,54.25,low,MCG,54.2,51.7,0
1017402,no,55.65,low,MCG,55.5,52.9,0.2
1018032,no,56.24,medium,MCG,55.5,53.4,0.7
1018122,no,55.28,medium,MCG,54.8,52.2,0.5
1018212,no,55.43,medium,MCG,55,52.2,0.4
1018302,no,56.62,medium,MCG,56.3,53.4,0.4
1019022,no,57.57,high,MCG,56.5,53.9,1
1019112,no,57.1,high,MCG,56.3,52.7,0.8
1019202,no,57.91,high,MCG,57,53.9,0.9
101A012,no,59.28,high,MCG,58.1,54.4,1.2
101A102,no,59.44,high,MCG,58.4,54.4,1.1
101B002,no,61.37,high,MCG,60.1,56.1,1.2
10200A2,no,52.74,rollish,None,-1,-1,53.7
1020192,no,51.69,rollish,None,-1,-1,52.7
1020282,yes,51.35,rollish,None,-1,-1,52.4
1020372,no,51.26,rollish,None,-1,-1,52.3
1020462,yes,51.17,rollish,None,-1,-1,52.2
1020552,no,51.23,rollish,None,-1,-1,52.2
1020642,yes,51.48,rollish,None,-1,-1,52.5
1020732,no,51.95,rollish,None,-1,-1,53
1020822,no,52.7,rollish,None,-1,-1,53.7
1020912,no,53.99,rollish,None,-1,-1,55
1020A02,no,55.85,rollish,None,-1,-1,56.9
1021092,no,52.32,rollish,None,-1,-1,53.3
1021182,no,51.47,rollish,None,-1,-1,52.5
1021272,yes,51.1,rollish,None,-1,-1,52.1
1021362,yes,51,rollish,None,-1,-1,52
1021452,yes,50.97,rollish,None,-1,-1,52
1021542,no,51.13,rollish,None,-1,-1,52.1
1021632,no,51.51,rollish,None,-1,-1,52.5
1021722,no,52.14,rollish,None,-1,-1,53.1
1021812,no,53.27,rollish,None,-1,-1,54.3
1021902,no,55.03,rollish,None,-1,-1,56
1022082,no,52.44,rollish,None,-1,-1,53.4
1022172,yes,51.45,rollish,None,-1,-1,52.5
1022262,yes,51.06,rollish,None,-1,-1,52.1
1022352,yes,50.97,rollish,None,-1,-1,52
1022442,yes,51.02,rollish,None,-1,-1,52
1022532,yes,51.32,rollish,None,-1,-1,52.3
1022622,yes,51.86,rollish,None,-1,-1,52.9
1022712,no,52.92,rollish,None,-1,-1,53.9
1022802,no,54.7,rollish,None,-1,-1,55.7
1023072,yes,52.88,rollish,None,-1,-1,53.9
1023162,no,51.7,rollish,None,-1,-1,52.7
1023252,no,51.27,rollish,None,-1,-1,52.3
1023342,yes,51.24,rollish,None,-1,-1,52.2
1023432,no,51.41,rollish,None,-1,-1,52.4
1023522,yes,51.85,rollish,None,-1,-1,52.9
1023612,no,52.87,rollish,None,-1,-1,53.9
1023702,no,54.66,rollish,None,-1,-1,55.7
1024062,no,53.39,rollish,None,-1,-1,54.4
1024152,no,52.17,rollish,None,-1,-1,53.2
1024242,yes,51.75,rollish,None,-1,-1,52.8
1024332,no,51.79,rollish,None,-1,-1,52.8
1024422,no,52.1,rollish,None,-1,-1,53.1
1024512,no,52.99,rollish,None,-1,-1,54
1024602,no,54.7,rollish,None,-1,-1,55.7
1025052,no,54.05,low,MCG,53.6,52.9,0.5
1025142,no,52.87,low,MCG,52.8,51.7,0.1
1025232,no,52.5,low,MCG,52.6,51.7,-0.1
1025322,no,52.65,low,MCG,52.8,51.7,-0.2
1025412,no,53.39,low,MCG,53.6,51.7,-0.2
1025502,no,54.98,low,MCG,54.8,52.9,0.2
1026042,no,54.89,low,MCG,54.6,53.4,0.3
1026132,no,53.83,low,MCG,53.9,52.2,0
1026222,no,53.59,low,MCG,53.6,52.2,0
1026312,no,54.16,low,MCG,54.4,52.2,-0.2
1026402,no,55.57,low,MCG,55.6,53.4,0
1027032,no,55.95,medium,MCG,55.7,53.9,0.3
1027122,no,55.13,medium,MCG,54.9,52.7,0.2
1027212,no,55.31,medium,MCG,55.2,52.7,0.2
1027302,no,56.52,medium,MCG,56.4,53.9,0.1
1028022,no,57.3,high,MCG,56.7,54.4,0.6
1028112,no,56.95,high,MCG,56.5,53.2,0.5
